"ERI","CODE","CLAS","KIND","CNAME","SPEC","CCCCODE","BARCODE","SUPP","PREDAY","USERFLD1","USERFLD2","PRICE1","PRICE2","PRICE3","PRICE4","PRICE5","MADETYPE","CALCUTYPE","LOCALITY","IMPTRATE","GOODRATE","MARGIN","UNIT","INUNIT","INQTY","OUTUNIT","OUTQTY","LEN","WIDE","HIGHT","PUNIT","PACKUNIT","WETUNIT","NW","INNW","PACKNW","GW","INGW","PACKGW","CFT","INCFT","PACKCFT","CTNQTY","CTNINQTY","PACKQTY","FTQTY20","FTINQTY20","FTPQTY20","FTQTY40","FTINQTY40","FTPQTY40","FTQTY40H","FTINQTY40H","FTPQTY40H","FTQTY45","FTINQTY45","FTPQTY45","PACKDESC","PRODDESC","DESCRIP","ENAME","ESPEC","EPDESC","PICTURE","FCOST","CCOST","TDATE","SAFEQTY","MAXQTY","FQTY","CQTY","FBROWQTY","CBROWQTY","FLENDQTY","CLENDQTY","FPHSQTY","CPHSQTY","FORDQTY","CORDQTY","FSASMQTY","CSASMQTY","FSASKQTY","CSASKQTY","FAGTQTY","CAGTQTY","COSTSUBJ","SALESUBJ","STOCKSUBJ","RAWPSUBJ","HFINPSUBJ","FINPSUBJ","INSDATE","FLAG","GPFLAG","TTIME","UPDNFLAG","GUNSALEFLAG","PRHSSUBJ","FMASMQTY","CMASMQTY","FMASKQTY","CMASKQTY","EXPCOST","CURR","MINQTY","PRSFLAG","LPHSDATE","LSALDATE","LINDATE","LOUTDATE","LUPDDATE","LENDSUBJ","BROWSUBJ","EPDESC1","NTAXFLAG","MFLAG","NSDATE","PICTURES","PICTURED","PICTUREB","SCLAS","SCLASNAME","MCLAS","MCLASNAME","BCLAS","BCLASNAME","GPCQTY","APCODE","LASTUPD","POSFLAG","POSDISFLAG","PLUS","PLUSPRC","BONUSTYPE","BONUSVALUE","FCMD","STOCKMD","PREPERIOD","LPRHSQTY","BESTOQTY","BSTCOST","BROQTY","BOPERIOD","STLDATE"
"00K0010KQA8PL1A9","OIN102","09-3","","百花/立鏡(華宣)","199","","4713008136515","303","0","","","199","0","0","0","0","0","1","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","131.26667","131.26667","2023/02/17","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/07/31","2025/01/13","2023/07/31","2025/01/13","2025/01/13","",""," ","0","0","","","","","","","","","","","0","","230217161841","","","","","","","","","","","","","","",""
"00K0010KQA8QA1AE","OIN103","09-3","","雛菊/立鏡(華宣)","199","","4713008136522","303","0","","","199","0","0","0","0","0","1","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","132.4375","132.4375","2023/02/17","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/08/12","2025/01/13","2023/08/12","2025/01/13","2025/01/13","",""," ","0","0","","","","","","","","","","","0","","230217160944","","","","","","","","","","","","","","",""
"00K0010KQC8F2399","9789861989310","07-6","","21世紀新約背景主題辭典(校園)","3100","","9789861989310","201","0","","","3100","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","2170","2170","2026/03/19","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/03/23","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/02/01","2023/08/25","2023/02/01","2023/08/25","2023/08/25","",""," ","1","0","","","","","","","","","","","0","","260319113212","","","","","","","","","","","","","","",""
"00K0010KQE6764YH","712-1","12","","書籍","","","712-1","","0","","","0","0","0","0","0","0","0","","0","0","0","件","件","1","件","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","13.67913","14.20866","2022/03/25","0","0","4770","4769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","0","0","","0","1","","0","0","0","0","0","NTD","1","0","2022/03/25","2022/03/25","2022/03/25","2022/03/25","2022/03/25","",""," ","1","0","","","","","","","","","","","0","","220325141426","","","","","","","","","","","","","","",""
"00K0010KQJ1PX8L1","CCT12095","07-5","","聖經考古研讀版-五經(漢語)","1100","","9789888733095","301","0","","","1100","0","0","0","0","0","0","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","605","605","2025/12/01","50","0","1","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/12/31","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2024/12/30","2013/04/19","2024/12/30","2013/04/19","2013/04/19","","","","1","0","","","","","","","","","","","0","","251201104433","","","","","","","","","","","","","","",""
"00K0010KR9BNCAFP","C274","02-1","","信仰的奧秘-順道文集16","200","","9789860664478","104","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","74.80017","74.80076","2023/02/20","0","0","687","670","0","0","60","62","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/04/25","0","0","","0","0","","0","0","0","0","0","NTD","0","0","2022/04/25","2023/12/28","2016/12/31","2023/12/28","2016/12/31","","","","1","0","","","","","","","","","","","0","","230220092608","","","","","","","","","","","","","","",""
"00K0010KRH6T3DVM","C278","02-1","","青心吐義2(青心吐義小組)","250","","9786269593613","104","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","89.68852","89.68852","2023/02/20","0","0","702","690","0","0","21","27","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","0","0","","0","0","","0","0","0","0","0","NTD","0","0","2022/06/01","2020/07/10","2025/06/13","2020/07/10","2020/10/01","","","","1","0","","","","","","","","","","","0","","230220092619","","","","","","","","","","","","","","",""
"00K0010KRH7B8DW8","C277","02-1","","耶穌抵家-家庭祭壇實務分享","150","","9786269593620","101","0","","","150","0","0","0","0","3","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","62.31632","62.31698","2022/05/02","50","0","74","55","0","0","64","70","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/05/02","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2022/09/12","2020/10/22","2024/01/01","2020/10/22","2020/10/22","","","","1","0","","","","","","","","","","","0","","220502142521","","","","","","","","","","","","","","",""
"00K0010KRH7QXDWJ","C275","02-1","","教牧書信(蔡恆忠著)","350","","9789860664492","101","0","","","350","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","77.35137","77.35188","2023/02/20","0","0","694","682","0","0","27","32","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/05/02","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2022/06/01","2021/10/01","2021/09/01","2021/10/01","2021/10/01","","","","1","0","","","","","","","","","","","0","","230220092611","","","","","","","","","","","","","","",""
"00K0010KRH7U3DWX","C276","02-1","","如何戰勝苦難(張敏敏著)","300","","9786269593606","","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","62.49294","62.49465","2023/08/22","0","0","289","265","0","0","73","81","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/05/02","0","0","","0","0","","0","0","0","0","0","NTD","0","0","2022/06/01","2017/06/24","2016/12/31","2017/06/24","2017/06/24","","","","1","0","","","","","","","","","","","0","","230822091851","","","","","","","","","","","","","","",""
"00K0010KRJ7EDF5H","A1408A","07-2","","聖經觀點的經濟學(校園)","400","","9789861988863","201","0","","","400","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","280","280","2026/03/19","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/05/04","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2025/08/08","2022/11/14","2025/08/08","2022/11/14","2022/12/26","","","","1","0","","","","","","","","","","","0","","260319113510","","","","","","","","","","","","","","",""
"00K0010KRJ8IMFAH","OIY007","09-3","","面紙盒/恩典時刻(咖啡)(華宣)","220","","4713008135983","303","0","","","220","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","146.9","146.9","2023/03/17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/01/28","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/02/06","2024/05/08","2024/02/06","2024/05/08","2024/05/08","","","","0","0","","","","","","","","","","","0","","230317092950","","","","","","","","","","","","","","",""
"00K0010KRJ8J3FAL","OIY009","09-3","","面紙盒/喜樂歌頌(花紋)(華宣)","220","","4713008136034","303","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","146.5","146.5","2022/05/04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/08/14","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/03/13","2024/05/13","2025/01/01","2024/05/13","2025/01/01","","","","0","0","","","","","","","","","","","0","","220504152436","","","","","","","","","","","","","","",""
"00K0010KRW7PA75P","C279","02-1","","會幕的傳承(黃基甸著)","250","","9786269593637","101","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","53.77801","53.77801","2023/02/20","0","0","556","540","0","0","67","73","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/01/05","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2022/06/01","2009/01/05","2025/06/13","2009/01/05","2009/01/05","","","","1","0","","","","","","","","","","","0","","230220092622","","","","","","","","","","","","","","",""
"00K0010KSAB0HDFC","RT0025A","07-6","","新國際神學與釋義辭典新約(華宣)","4500","","RT0025A","303","0","","","4500","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","3600","3600","2023/12/18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/03/16","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2022/07/22","2023/12/26","2022/07/22","2023/12/26","2023/12/26","","","","0","0","","","","","","","","","","","0","","231218121914","","","","","","","","","","","","","","",""
"00K0010KSGC9IFL4","0907","07-1","","趁年輕時一定要大膽做的11個抉擇","280","","9789575508500","204","0","","","280","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","196","196","2026/03/11","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/09/14","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2022/06/01","2021/05/14","2022/06/01","2021/05/14","2022/06/01","",""," ","1","0","","","","","","","","","","","0","","260311103536","","","","","","","","","","","","","","",""
"00K0010KTB74B2F6","5119","01","","七十士譯本硬面(聖經公會)","1800","","9783438051196","302","0","","","1800","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","1350","1350","2025/12/10","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2022/07/06","2013/04/19","2022/07/06","2013/04/19","2013/04/19","",""," ","1","0","","","","","","","","","","","0","","251210210423","","","","","","","","","","","","","","",""
"00K0010KTQA7PBY0","CHT0293","08-1","","漫畫聖經.中英對照(漢語)-缺","960","","9789625132938","301","0","","","960","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","672","672","2025/12/04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2005/03/23","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2024/05/21","2025/10/07","2024/05/21","2025/10/07","2025/10/07","",""," ","1","0","","","","","","","","","","","0","","251204133941","","","","","","","","","","","","","","",""
"00K0010KTQB4GCAE","CCT1231","01","","精裝靈修版聖經(漢語)","1300","","9789625132310","301","0","","","1300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","910","910","2023/07/06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2025/10/21","2025/10/21","2025/10/21","2025/10/21","2025/10/21","","","","1","0","","","","","","","","","","","0","","230706081835","","","","","","","","","","","","","","",""
"00K0010KTVATT11Y","CK004","07-1","","教練式領導(格子外面)","360","","9786269540860","208","0","","","360","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","234","234","2023/03/29","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/05/15","2023/04/26","2023/05/15","2023/04/26","2023/05/15","",""," ","1","0","","","","","","","","","","","0","","230329163022","","","","","","","","","","","","","","",""
"00K0010KU6AF4CXQ","0902","08-2","","兒童愛之語(中主)","280","","9789575505332","204","0","","","280","0","0","0","0","0","1","","0","0","0","片","片","1","片","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","192.30556","192.30556","2025/12/10","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/06/05","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2025/03/20","2022/12/25","2025/06/13","2022/12/25","2018/12/31","","","","1","0","","","","","","","","","","","0","","251210090219","","","","","","","","","","","","","","",""
"00K0010KUI7AU5YK","C003","02-1","","末世教會的覺醒(黃基甸著)","250","","9786269593668","101","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","61.38635","61.38564","2023/11/28","2","0","545","536","0","0","56","59","0","0","0","0","0","0","0","0","0","0","","4101.","","","","","2013/01/01","1","0","","0","1","5913.","0","0","0","0","0","NTD","1","0","2022/08/18","2013/04/19","2019/10/08","2013/04/19","2013/04/19","","","","1","0","","","","","","","","","","","0","","231128111514","","","","","","","","","","","","","","",""
"00K0010KUWDZN0C1","945","08-4","","記憶氣球(道聲繪本)","380","","9789864004225","202","0","","","380","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","266","266","2023/02/17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/08/17","2024/10/22","2023/08/17","2024/10/22","2024/10/22","","","","0","0","","","","","","","","","","","0","","230217161125","","","","","","","","","","","","","","",""
"00K0010KWA95Y922","ABE102","09-3","","綠/Blessing/室外地墊(華宣)","499","","4713008138243","303","0","","","499","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","332","332","2022/10/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2018/10/25","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/11/18","2025/03/08","2024/11/18","2025/03/08","2025/03/08","",""," ","0","0","","","","","","","","","","","0","","221020152823","","","","","","","","","","","","","","",""
"00K0010KWA96M926","ABE103","09-3","","灰/出入平安/室外地墊(華宣)","499","","4713008138250","303","0","","","499","0","0","0","0","0","1","","0","0","0","個","個","1","個","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","331","331","2022/10/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2019/12/10","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/12/11","2025/03/15","2024/12/11","2025/03/15","2025/03/15","",""," ","0","0","","","","","","","","","","","0","","221020152814","","","","","","","","","","","","","","",""
"00K0010KWA98C92A","ABE105","09-3","","花/恩福臨門/室外地墊(華宣)","499","","4711342380793","303","0","","","499","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","318.5","318.5","2022/10/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2013/07/30","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/04/02","2025/03/30","2024/04/02","2025/03/30","2025/03/30","",""," ","0","0","","","","","","","","","","","0","","221020152739","","","","","","","","","","","","","","",""
"00K0010KWA99Z92F","ABE106","09-3","","樹/出入平安/室外地墊(華宣)","499","","4711342380809","303","0","","","499","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","333","333","2022/10/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2008/10/07","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/06/20","2025/03/08","2024/06/20","2025/03/08","2025/03/08","","","","0","0","","","","","","","","","","","0","","221020152708","","","","","","","","","","","","","","",""
"00K0010KWJ8ZRFHY","8959","08-2","","翻翻聖經小故事(中主)","380","","9789624888959","204","0","","","380","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","267.33333","267.33333","2025/11/25","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2025/12/23","2025/07/27","2025/12/23","2025/07/27","2025/12/23","","","","1","0","","","","","","","","","","","0","","251125114246","","","","","","","","","","","","","","",""
"00K0010KX1DRDHZ5","P253","07-5","","聖經衛星地圖(聖經公會)","1000","","9786267223000","302","0","","","1000","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","673","673","2022/11/16","1","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/11/16","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2025/09/09","2025/10/25","2025/09/09","2025/10/25","2025/10/25","","","","1","0","","","","","","","","","","","0","","221116165746","","","","","","","","","","","","","","",""
"00K0010KY3B5NDAL","C007","02-1","","使徒行傳的信息(林賢明著)","350","","9786269593675","101","0","","","350","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","CTN","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","94.06166","94.06271","2023/11/22","0","0","480","449","0","0","184","188","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/12/23","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/01/01","","","","","",""," ","1","0","","","","","","","","","","","0","","231122115228","","","","","","","","","","","","","","",""
"00K0010KY6ES3F3J","C009","02-1","","5-3聖靈活動在教會歷史中的運作","500","","9786269593699","101","0","教會論","","500","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","158.57972","158.57727","2024/12/13","0","0","143","144","0","0","48","50","0","0","0","0","0","0","0","0","0","0","","","","","","","2022/12/01","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2023/01/17","2024/12/12","2017/06/16","2024/12/12","2017/06/16","","","","1","0","","","","","","","","","","","0","","241213121926","","","","","","","","","","","","","","",""
"00K0010KYFEPD0QC","CFT2310","07-6","","以弗所書(漢語.國際釋經)","640","","9789625133102","301","0","","","640","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","595","595","2023/02/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2022/09/27","2025/01/13","2025/01/01","2025/01/13","2025/01/13","",""," ","0","0","","","","","","","","","","","0","","230217161435","","","","","","","","","","","","","","",""
"00K0010KYFEYU0RJ","TD1366P","07-6","","彌迦書.那鴻書-聖經註釋(天道)","760","","9789622089129","304","0","","","99","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","529","529","2023/02/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2021/12/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2015/06/03","2025/01/13","2023/01/01","2025/01/13","2025/01/13","","","","0","0","","","","","","","","","","","0","","230217162100","","","","","","","","","","","","","","",""
"00K0010KZC2OL0I4","SR77ARTI4.604","01","","雛菊白仿皮大字索引聖經(聖資)","950","","9786269650637","303","0","","","950","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","713","713","2023/02/06","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/06/22","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/07/03","2020/12/22","2020/07/03","2020/12/22","2020/12/22","","","","1","0","","","","","","","","","","","0","","230206125744","","","","","","","","","","","","","","",""
"00K0010L0WACS974","H176","05-1","","樂譜／尋求（伴奏譜&單譜）","20","","h176","704","0","","","20","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","-0.3088","-0.3088","2023/03/31","0","0","928","927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2023/01/01","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2017/11/28","2022/04/25","2023/05/02","2022/04/25","2021/10/01","","","","0","0","","","","","","","","","","","0","","230331163922","","","","","","","","","","","","","","",""
"00K0010L0WAKE986","H177","05-1","","樂譜／詩篇23篇-Lanny","20","","h177","704","0","","","20","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2023/04/20","0","0","953","947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/06/07","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/09/22","2023/12/14","2023/05/02","2023/12/14","2023/12/14","","","","0","0","","","","","","","","","","","0","","230420164659","","","","","","","","","","","","","","",""
"00K0010L0WAKZ989","H178","05-1","","樂譜／永恆的盟約","10","","h178","303","0","","","10","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2023/07/13","0","0","977","976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2010/08/25","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2010/09/17","2021/12/22","2023/05/02","2021/12/22","2021/12/22","","","","0","0","","","","","","","","","","","0","","230713185530","","","","","","","","","","","","","","",""
"00K0010L0WALV98G","H179","05-1","","樂譜／全知的主，我稱頌你!","20","","h179","704","0","","","20","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2023/04/27","0","0","772","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2023/01/01","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2020/02/11","2020/08/18","2024/07/16","2020/08/18","2020/08/18","",""," ","0","0","","","","","","","","","","","0","","230427104244","","","","","","","","","","","","","","",""
"00K0010L0WANC98P","H180","05-1","","樂譜／全備的愛(總譜+樂器)","30","","h180","704","0","","","30","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","2023/04/27","0","0","905","905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2023/01/01","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2013/10/24","2025/12/12","2023/05/02","2025/12/12","2025/12/12","","","","0","0","","","","","","","","","","","0","","230427113035","","","","","","","","","","","","","","",""
