CODE,CLAS,CNAME,BARCODE,SUPP,PRICE1,CQTY
CHT0768,08-1,迷你彈跳書-挪亞(漢語),9789888286768,301,350,1
E123-6,06-2,神劇-彌賽亞DVD(箴言詩篇聖樂團),4711123123601,709,49,419
617,08-4,貪吃的牛小花(道聲繪本),9789866735134,202,240,0
AR382,01,羅馬字新約附詩大字膠面,9789570472707,302,340,1
AR383,01,羅馬字新約附詩大字硬面,9789570472714,302,350,1
9789576938023,07-1,搞定難搞的人(張老師文化),9789576938023,211,150,3
9789576938160,07-1,別往壞處想((張老師文化),9789576938160,211,150,-1
800,08-4,送給爸爸的小船(道聲繪本),9789864001163,202,270,1
836,08-4,水公主(道聲繪本),9789864001750,202,280,2
HA005,07-2,再說一次，我願意(宇宙光),9789577275141,203,320,1
LLP178,07-7,新約評經法導引(基道),9789624574159,203,700,2
CM23,02-3,士師記講義(邱義雄編著),9789869066877,205,280,42
CHT0775,08-1,迷你彈跳書-迷失的羊(漢語),9789888286775,301,340,2
CUNPSB570A40B,07-6,彼得後.猶大書研讀本(聖經公會),9789866674860,302,210,2
NRSV/CUNP53DIG,01,NRSV中英對照硬面,9789622936362,302,1050,0
NRSV/CUNP56Z,01,NRSV中英對照拉鍊金邊,9789622933453,302,1300,0
C246,02-1,響起福音的號角(黃基甸著),9786269793600,101,250,707
C247,02-1,約拿書講壇(黃基甸),9786269905355,104,300,669
9789861985244,08-3,神之英雄-新舊約漫畫縱覽(校園),9789861985244,201,1200,1
9789861985527,07-4,被釘十架的王(校園),9789861985527,201,400,0
P241,08-5,我的1000貼紙故事書(聖經公會),9789866674945,302,350,0
KIDSPUZZLE1-C,08-5,孩子的第一本-兒童拼圖聖經,9789869929523,302,350,0
KIDSPUZZLE2-C,08-5,我喜歡的故事-兒童拼圖聖經,9789869929530,302,350,0
KIDSPUZZLE3-C,08-5,主耶穌的故事-兒童拼圖聖經,9789869929547,302,350,0
KIDSPUZZLE4-C,08-5,聖經中的英雄-兒童拼圖聖經,KIDSPUZZLE4,302,350,0
KIDSPUZZLE1-E,08-5,孩子的第一本-兒童拼圖聖經(英),9788772030005,302,350,1
KIDSPUZZLE2-E,08-5,我喜歡的故事-兒童拼圖聖經(英),9788772030012,302,350,0
KIDSPUZZLE3-E,08-5,主耶穌的故事-兒童拼圖聖經(英),9788772030029,302,350,1
KIDSPUZZLE4-E,08-5,聖經中的英雄-兒童拼圖聖經(英),9788772030036,302,350,0
9789861985664,07-1,絕版,9789861985664,201,400,0
9789861985589,07-1,聖經餐桌小旅行(校園),9789861985589,201,450,1
9789861985725,07-7,再思保羅稱義觀(校園),9789861985725,201,300,2
TD1328P,07-6,士師記-聖經註釋(天道),9789622083264,304,99,0
TD1360P,07-6,可以改絕版,9789622086708,304,99,0
TD1323P,07-6,雅各書-聖經註釋(天道),9789622082731,304,99,0
8132,08-2,我的迷你聖經貼紙書(中主),4990004013051,204,300,1
CAT8904,01,聖經-新普及譯本皮面(漢語),9789625139043,301,1000,0
PH02,05-1,獻新歌給榮耀主-李佳恩作品集1,9789867893963,101,250,0
714,12,禮券,714,,-50,42324
CU83AGBU,01,大字版金邊漆布聖經藍皮,9789866674914,302,600,0
CHT0079,08-1,耶穌傳奇一生連環圖小說(漢語),9789888469079,301,550,2
CHT0109,08-1,耶穌是誰？(漢語),9789888469109,301,650,0
CHT0966,08-1,追蹤耶穌降生之旅(漢語),9789888286966,301,750,0
CHT0713,08-1,兒童聖經故事365(漢語),9789888286713,301,960,0
9789888250486,07-5,基督教神學發展史(4)(宣道),9789888250486,201,910,2
CCT1174,01,靈修版紅皮拉鍊聖經(漢語),9789625131740,301,1900,2
9789861985060,07-5,基督教要義輕鬆讀(校園),9789861985060,201,900,1
CHT0086,08-1,走進耶穌的時代(漢語),9789888469086,301,570,1
471A,08-4,因為我愛你(道聲繪本),9789570368222,202,200,1
486,08-4,地球的禱告(道聲繪本),9789570368505,202,220,1
9789623991957,08-3,少年的祈禱(校園)(海天),9789623991957,201,440,1
9789861985350,07-4,在巴比倫上大學(校園),9789861985350,201,300,1
715,12,office365(套),715,,3000,87
H54,05-1,樂譜/獻我一生,H54,704,10,1463
H55,05-1,樂譜/永遠愛你,H55,704,10,1586
H56,05-1,樂譜/全能的神,H56,704,10,1535
H57,05-1,樂譜/為主多努力,H57,704,10,1587
H58,05-1,樂譜/主在我身旁,H58,704,10,1309
H59,05-1,樂譜/精兵每戰必勝,H59,704,10,1588
H60,05-1,樂譜/到我這裡來,H60,704,10,1576
H61,05-1,樂譜/哈巴谷之禱,H61,704,10,1352
H62,05-1,樂譜/歸向主，我心安樂,H62,704,10,1590
H63,05-1,樂譜/帶領我路,H63,704,10,1588
H64,05-1,樂譜/聽!救主呼召,H64,704,10,1590
H65,05-1,樂譜/Gift of Love,H65,704,10,1315
H66,05-1,樂譜/神同在,H66,704,20,1245
H67,05-1,樂譜/八福頌,H67,704,10,1541
H68,05-1,樂譜/心靈安慰,H68,704,10,1583
H69,05-1,樂譜/永遠所在,H69,704,10,1586
H70,05-1,樂譜/向山舉目,H70,704,10,1577
H71,05-1,樂譜/沙崙玫瑰,H71,704,10,1575
H72,05-1,樂譜/走在十字路,H72,704,10,1578
H73,05-1,樂譜/走在主路上,H73,704,10,1564
H74,05-1,樂譜/奇妙恩典,H74,704,10,1583
H75,05-1,樂譜/非主莫屬,H75,704,10,1589
H76,05-1,樂譜/活著親像在天堂,H76,704,10,1586
H77,05-1,樂譜/耶穌常可靠,H77,704,10,1580
H78,05-1,樂譜/耶穌喚你快回家,H78,704,10,1586
H79,05-1,樂譜/嗯免驚,H79,704,10,1534
H80,05-1,樂譜/跟隨主腳步,H80,704,10,1586
H81,05-1,樂譜/親愛的寶貝,H81,704,10,1329
CHT0345,08-1,睡前聖經小故事(漢語),9789888469345,301,640,0
FGK2501,09-2,經文慰問卡(四季),4713027293626,401,25,12
9789861984797,07-6,加拉太書點燃福音爆炸力(校園),9789861984797,201,280,1
PG05,09-1,五大教義L夾-洗禮,4711607050201,104,15,231
PG06,09-1,五大教義L夾-洗腳禮,4711607060200,104,15,21
PG08,09-1,五大教義L夾-安息日,4711607040202,104,15,244
PG09,09-1,五大教義L夾-聖靈,4711607030203,104,15,695
9789869369336,07-4,有誰聽到座頭鯨在唱歌(張文亮),9789869369336,303,300,0
CFT0178,07-4,聖經的文化世界(漢語),9789888469178,301,1000,1
CM30,02-3,日夜流淌心中的甘泉(林慧瑛著),9789869683609,205,400,14
H000,05-1,讚美詩小幫手(司琴/領詩),4718000200004,108,2,108
E123-8,06-2,祂以慈愛牽我手CD(箴言詩篇聖樂,4711123082007,709,49,332
CAT8951,01,新普及譯本粉紅色硬面,9789888469512,301,1100,0
CAT8950,01,新普及譯本灰色硬面,9789888469505,301,1100,1
CHT0369,08-1,聖經逐卷探(漢語),9789888469369,301,850,0
CHT0222,08-1,走進聖經的時代(漢語),9789888469222,301,570,1
843,08-4,天亮之前(道聲繪本),9789864001811,202,280,1
853,08-4,寵物爸爸(道聲繪本),9789864002108,202,280,2
858,08-4,走出森林的小紅帽(道聲繪本),9789864002184,202,300,1
ESV/CUNP63DI,01,ESV/新標點和合本對照聖經,9789866674594,302,900,2
DH018,08-5,冬瓜奶奶有法寶(宇宙光繪本),9789577273208,203,250,0
OD002,08-5,羊咩咩不見了(宇宙光繪本),9789577275028,203,280,0
FD003,07-5,神聖的遺忘(宇宙光),9789577275240,203,550,1
VD009,07-4,汪汪幸福學(宇宙光),9789577275370,203,340,0
LLP264,07-5,拆壁重修-宗教改革(基道),9789624575620,203,570,1
CFT0751,07-5,歐洲宗教改革歷史地圖集(漢語),9789888286751,301,960,0
CHT0683,08-1,大衛與歌利亞大搜尋(漢語),9789888286683,301,250,2
CHT0676,08-1,挪亞方舟大搜尋(漢語),9789888286676,301,250,0
8391,08-2,最好的禮物(宗教教育中心),9789624882735,204,200,2
8941,08-2,亞伯拉罕信心之父(繪本)(中主),9789624884722,204,380,1
0876,08-2,誰才是森林之王(繪本)(中主),9789575504922,204,260,4
8327,08-2,綠林小子(宗教教育中心),9789624882087,204,200,1
8522,08-2,奇妙的創造(宗教教育中心),9789624881035,204,380,0
8855,08-2,認識耶穌接龍卡桌遊(中主),4895045901117,204,350,12
8854,08-2,聖經故事記憶卡桌遊(中主),4895045901100,204,350,9
0505,07-6,聖經中所有的神蹟(中主),9789575503352,204,800,1
9789624881349,08-2,奇妙的耶穌(宗教教育中心),9789624881349,204,380,1
GKCHINADIC,07-4,新約希漢簡明字典,4714140501506,302,300,2
CONCISEDIC,07-4,聖經簡明詞典,4714140300505,302,300,2
BA005,07-2,因為愛，所以有了黑眼圈(格子),9789869211680,208,320,2
BI004,07-2,咦？不是你去刷馬桶嗎(格子外面),9789869211666,208,320,2
CM007,07-5,穿越時空看聖經(格子外面),9789869034340,208,250,2
SB004,08-5,豆豆的尾巴(格子外面繪本),9789868729957,208,260,2
SB002E,08-5,小魯的生日禮物(格子外面繪本),9789868553552,208,250,1
FB017,07-4,日本冬季行旅(宇宙光),9789577275561,203,330,0
H82,05-1,樂譜/全心全意WithAllYourHeart,H82,704,10,956
PG11,09-1,腓利門讚美詩布套,4712271250119,900,200,157
PB16,09-1,單肩包-粉粉紅,9879865177346,409,399,0
C257,02-1,教義比較增訂版(謝順道著),9789869655736,104,500,231
D009,02-1,約拿的故事(沙總製作),4710151401088,101,125,350
9789861983998,07-1,不再是我(校園),9789861983998,201,360,1
S011-7,04-2,離道者版勸慰詞(含信封),S011-7,102,30,341
M05,03-2,福音記憶卡/杭慧娟的生命見證,M05,101,3,-50
M06,03-2,福音記憶卡/劉治秀的生命見證,M06,101,3,-48
M07,03-2,福音記憶卡/劉一正的生命見證,M07,101,3,-100
M08,03-2,福音記憶卡/蕭仲伯的生命見證,M08,101,3,-79
C258,02-1,靈糧分享-保羅的書信(謝溪海著),9789869655750,101,250,564
TEV/TCV53DI,01,現代中文英文對照中型硬面聖經,9789570472578,302,700,0
HGP01,07-5,聖經家譜海報(迦樂國度),4750045945014,407,500,0
604,08-4,阿松爺爺的柿子樹(道聲繪本),9789867460967,202,240,1
612,08-4,艾文的帽子(道聲繪本),9789866735110,202,240,2
666-1,08-4,大熊的訪客(道聲繪本),4711158892510,202,300,2
758,08-4,亨利的地圖(道生繪本),9789865809713,202,260,2
793,08-4,綿羊王路易一世(道聲繪本),9789864000920,202,300,1
831,08-4,夏綠蒂的撲滿(道聲繪本),9789864001736,202,280,2
864,08-4,口罩(道聲繪本),9789864002290,202,280,2
H83,05-1,樂譜/主是我的避難所,H83,704,20,902
H84,05-1,樂譜/獻新歌給榮耀主,H84,704,20,964
H85,05-1,樂譜/以馬內利，懇求降臨,H85,704,20,975
H86,05-1,樂譜/願主賜平安PEACE BE WITH U,H86,704,20,972
H87,05-1,樂譜/交託,H87,704,20,1011
H88,05-1,樂譜/平靜風和海,H88,704,20,1042
H89,05-1,樂譜/神，同在,H89,704,20,1053
H90,05-1,樂譜/那聖者說,H90,704,20,1061
H91,05-1,樂譜/主愛臨我（奇異恩典）四部,H91,704,20,942
H92,05-1,樂譜/主愛臨我（奇異恩典）女聲2,H92,704,20,1045
H93,05-1,樂譜/主慈懷,H93,704,20,972
H94,05-1,樂譜/神，開路,H94,704,20,774
H95,05-1,樂譜/因你，有盼望,H95,704,20,818
H96,05-1,樂譜/永恆的愛,H96,704,20,792
H97,05-1,樂譜/定睛眷顧,H97,704,20,889
H98,05-1,樂譜/IN MY MIND,H98,704,10,1064
H99,05-1,樂譜/一步一步走,H99,704,10,1085
H100,05-1,樂譜/安息聖日,H100,704,10,1075
H101,05-1,樂譜/盼望復活頌,H101,704,20,1036
H102,05-1,樂譜/你要認識神,H102,704,10,1075
H103,05-1,樂譜/耶穌的愛跟隨我,H103,704,10,1063
H104,05-1,樂譜/耶穌是否仍然看顧,H104,704,10,902
H105,05-1,樂譜/耶穌是救主,H105,704,10,1086
H106,05-1,樂譜/風在吹,H106,704,10,1082
H107,05-1,樂譜/神的愛-暫停販售,H107,704,10,1088
H108,05-1,樂譜/敬虔的人生,H108,704,10,1086
H109,05-1,樂譜/萬主之主,H109,704,10,1087
H110,05-1,樂譜/聖靈替我們到禱告,H110,704,10,1084
H111,05-1,樂譜/天父必賞賜,H111,704,10,1063
H112,05-1,樂譜/思念錫安,H112,704,10,1083
H113,05-1,樂譜/堅定所信的道,H113,704,10,1078
H114,05-1,樂譜/平安的路,H114,704,10,1077
H115,05-1,樂譜/歡喜走天路,H115,704,10,1085
715-1,12,office365(一台),715-1,,600,287
845,08-4,遞送瓶中信的人(道聲繪本),9789864001996,202,300,2
865,08-4,理髮師學禱告(道聲繪本),9789864002443,202,300,1
875,08-4,愛(寶貝心/道聲),9789864002566,202,150,2
873,08-4,天父(寶貝心/道聲),9789864002627,202,150,4
876,07-4,聖潔性戀(道聲),9789864002603,202,380,1
CU67AZRD,01,中型皮面拉鍊聖經(紅),9789866674792,302,1100,0
PE02,06-2,獻新歌給榮耀主專輯(碧候詩班),4711605012508,900,49,135
CM31,02-3,牧會默觀(翁正晃著)(迦密),9789869066891,205,260,45
GMK016,05-2,馬可海斯鋼琴小品集2(匯恩),GMK016,403,350,0
9789861986906,07-1,厭世代的工作成長學(校園),9789861986906,201,350,1
GMC003,05-2,讚美的時刻-基督的一生(匯恩),GMC003,403,180,0
CU52ABU,01,輕便型膠皮聖經(藍),9789570472097,302,330,22
S016C,04-2,喪禮綢布,S016C,501,3000,0
P4,09-1,紙捲油蠟筆(黃),4711093250277,405,20,165
SE005,07-3,好老師會做的20件事(格子外面),9789868866799,208,360,2
COUNT/TCV263DI,01,鄒語新約硬面聖經,9789866674433,302,600,0
TCV19SB,01,現代中文譯本研讀本(聖經公會),9789869632270,302,1900,8
CCT12666,07-6,聖經考古研讀版-福音書/徒(漢語),9789888469666,301,1100,0
CHT0598,08-1,願君王快來-用主禱文禱告(漢語),9789888469598,301,430,1
CHT0659,08-1,小寶貝童謠聖經(漢語),9789888469659,301,650,0
CHT0604,08-1,上帝奇妙聖言轉印貼紙書(漢語),9789888469604,301,650,2
CHT0697,08-1,孩子的生命疑問(漢語),9789888469697,301,1000,1
837,08-4,你很特別-幼兒紙板書(道聲),9789864001767,202,220,3
589,08-4,爸爸的圖畫書(道聲繪本),9789867460752,202,240,0
802,08-4,在我離開之前(道聲繪本),9789864001187,202,270,2
881,08-4,噓！(道聲),9789864002610,202,300,2
8531,07-5,聖經知識庫3-聖經地圖新版(中主),9789624883497,204,260,2
FIK2501,09-2,經文邀請卡(四季),4713027326645,401,25,17
8147,01,法文膠皮聖經(聖經公會),9782853002943,302,700,0
8173,01,西班牙文硬皮附次經(聖經公會),9788481697773,,1100,2
8532,07-5,聖經知識庫1-聖經指引(中主),9789624881042,204,200,1
8506,07-5,聖經知識庫10-舊約考古學(中主),9789624884807,204,295,1
8507,07-5,聖經知識庫11-新約考古學(中主),9789624884814,204,295,2
8643,07-5,聖經知識庫12-耶路撒冷今昔(中主,9789624881738,204,210,1
8297,07-5,聖經知識庫13-從會幕到聖殿(中主,9789624883503,204,260,2
8508,07-5,聖經知識庫14-耶穌生平(中主),9789624884784,204,295,2
8509,07-5,聖經知識庫15-使徒保羅(中主),9789624884715,204,295,1
8560,07-5,聖經知識庫2-聖經歷史提要(中主),9789624881745,204,210,0
8296,07-5,聖經知識庫5-聖經人物知多少(中,9789624883190,204,260,1
8766,07-5,聖經知識庫4聖經時代的生活(中主,9789624882247,204,210,1
8488,07-5,聖經知識庫6-聖經小發現(中主),9789624883206,204,260,1
8487,07-5,聖經知識庫7-舊約提要(中主),9789624883183,204,260,1
8520,07-5,聖經知識庫8-新約提要(中主),9789624883053,204,260,2
8505,07-5,聖經知識庫9-死海古卷(中主),9789624884791,204,295,2
C260,02-1,杏樹枝11(徒-腓),9789869770071,104,300,491
H116,05-1,樂譜/感謝,H116,704,20,461
H117,05-1,樂譜/百合花/賴芷媛,H117,704,20,943
H118,05-1,樂譜/呼求者的禱告,H118,704,20,552
H119,05-1,樂譜/疲乏者的禱告,H119,704,20,1272
H120,05-1,樂譜/惟有主能救我,H120,704,20,685
MAX001,09-3,中英聖經索引標籤-花朵(華宣),4713008136782,303,50,21
MAX002,09-3,中英聖經索引標籤-童趣(華宣),4713008136799,303,50,16
0003-1,12,KOBO電子書,,900,0,92
0003-2,12,GOOGLE電子書,,900,0,88
0003-3,12,電子書版稅,,900,0,97
8154,08-2,翻翻小聖經(中主),9789624887655,204,300,-1
9789576937934,07-1,大自然療癒花園(張老師文化),9789576937934,211,150,3
9789869777858,07-4,香港人2.0(真哪噠),9789869777858,209,240,4
PH03,05-1,永存的冠冕-李佳恩作品集2,9789869770088,104,250,85
A53TW1515,07-3,晚雨聖靈(葉先秦著)華宣/文藝,9789866131530,303,440,0
026-1,12,圖書,,900,0,-2
PG12,09-1,靈言禱告簡介L夾/男孩,4711607120102,104,15,406
PG13,09-1,靈言禱告簡介L夾/女孩,4711607130101,104,15,135
S041D,09-1,汽車貼紙-基督裡有平安,4711904140308,101,30,137
BK006,07-1,我的限制級人生(格子外面),9789869716871,208,360,1
9789576935275,07-1,此刻有你真好(張老師),9789576935275,900,220,1
M09,03-2,福音記憶卡/陳誕華的生命見證,M09,101,3,-49
M10,03-2,福音記憶卡/吳永光的生命見證,M10,101,3,-40
M11,03-2,福音記憶卡/徐慧瓊的生命見證,M11,101,3,-31
M12,03-2,福音記憶卡/林麗貞的生命見證,M12,101,3,-32
079-1,12,健豪印刷品,,108,0,28
1000,12,文具用品,,,0,1
9789623991278,08-3,我的小聖經(校園)(海天),9789623991278,201,580,3
VB015,07-1,正向幸福學(宇宙光),9789577275615,203,350,2
9789861987149,07-1,情緒的鏡子(校園),9789861987149,201,280,2
VIB1001,09-3,動物卡裝迴紋針(華宣),4713008136560,303,39,10
9789576938030,07-1,重塑新生命(張老師文化),9789576938030,211,150,3
CAT6680,01,新漢語譯本註釋新約聖經(漢語),9789888469680,301,730,1
FKP008,09-2,經文燙金書卡(四季),4713027334275,401,15,-1
889,07-2,一家之主(道聲),9789864002818,202,380,1
892,08-4,文森回家了(道聲繪本),9789864002931,202,300,1
CCT12741,07-5,聖經考古研讀版-保羅書信(漢語),9789888469741,301,870,0
CHT0673,08-1,我的聖經小寶箱/挪亞方舟(漢語),9789888469673,301,1000,0
CHT0642,08-1,我的聖經小寶箱/耶穌降生(漢語),9789888469642,301,1000,0
CCT12772,07-6,聖經考古研讀-大公書信/啟(漢語),9789888469772,301,590,1
21368,07-5,簡明聖經史地圖解(橄欖)(華宣),9789575567675,303,1800,0
RVV052,01,越南文膠皮聖經(聖經公會),9788941294276,302,600,0
321,09-4,大經句牌-基督我家之主(申嘉圓框,4713210005906,402,650,0
PG15,09-1,杏樹枝藏書盒,PG15,104,0,276
9789861987347,07-1,瘟疫有藍天(校園),9789861987347,201,99,0
901,08-4,感謝(寶貝心/道聲),9789864002979,202,150,5
CCT12390,07-6,聖經考古研讀版-出埃及記(漢語),9789888469390,301,480,1
9789861987354,05-2,司琴天梯123-練習導引(校園),9789861987354,201,550,9
S045B,04-1,大跪墊(迦密),S045B,205,250,13
CUNPSB570A36,07-6,帖撒羅尼迦前後書研讀本,9789869877022,302,210,3
PG17,09-1,腓利門驚喜包,4713008135723,900,499,0
PG16,09-1,亞伯拉罕的信心之旅-桌遊,4711607123998,104,199,473
NT500,12,振興券500,nt500,,500,100
NT200,12,振興券200,nt200,,200,100
H124,05-1,樂譜/永存的冠冕(Bb major),H124,,20,1827
H125,05-1,樂譜/聖殿的榮美,H125,,20,1840
788,08-4,情緒(道聲繪本),9789864000647,202,300,3
903,07-2,青春的契機(道聲),9789864002672,202,320,5
481-2,08-4,愛你本來的樣子(道聲繪本),9789864003488,202,280,1
9789861986838,07-7,先知神學(校園),9789861986838,201,950,1
BK009,07-1,為愛做點傻事(格子外面),9789869885102,208,320,0
BA006,07-1,快樂教養(格子外面),9789869716840,208,260,1
0896,08-2,認識自己/我的第一套繪本(中主),9789575505172,201,750,0
CM033,09-5,五餅二魚織花領帶－深藍(宇宙光),4710716970097,203,390,3
CM029,09-5,五餅二魚織花領帶－紅色(宇宙光),4710716970080,203,390,2
CM125,09-5,五餅二魚織花領帶－藍金(宇宙光),4710716970981,203,390,3
CM058,09-5,五餅二魚織花領帶－金色(宇宙光),4710716970103,203,390,2
NKR72TH,01,韓文聖經(聖經公會),978894122484,302,500,1
TB052TI,01,印尼文索引聖經(聖經公會),9789794631836,302,400,5
9789864003013,08-4,王子與毒杯(道聲繪本),9789864003013,202,300,2
9789864002726,08-4,光明之子(道聲繪本),9789864002726,202,300,1
S030B,02-2,傳單折工(整批),,103,0,7
PG03-1,09-1,鴿子雷雕領帶夾-LOVE,4713027003690,411,200,0
C262,02-1,唯一的救主耶穌(順道文集15),9789869885034,,200,580
05339,07-1,我為什麼是我?(華宣),9789575568887,303,380,1
8856,08-2,耶穌圖解百科(中主),9789624883909,204,650,2
9789864759200,07-6,圖解舊約新約聖經(綠竹林),9789864759200,211,400,9
8538,08-2,穿梭聖經小偵探(中主),9789624886689,204,315,1
A1706,07-5,教會史是如何煉成的?(校園),9789861987545,201,300,1
H127,05-1,樂譜/主耶穌在呼召,h127,703,20,1832
102-1,12,支付宣道處(抵貨款用),,702,0,99
C264,02-1,新歌背後的樂章(李佳恩著),9789869885058,101,250,627
S046F,09-1,A5公益筆記本,4711904660004,102,25,1740
PG18,09-1,大發熱心碰碰碰-桌遊,4711607181509,101,150,237
H018,05-1,德文五線譜469首讚美詩,4718018002805,102,350,16
PG07,09-1,五大教義L夾-聖餐禮,4711607070209,104,15,-65
624,08-4,山丘上的石頭(道聲繪本),9789866735219,202,240,0
631,08-4,永遠在一起(道聲繪本),9789866735530,202,240,2
9789575503468,07-6,聖經中所有的應許(中主),9789575503468,204,800,2
9789575503338,07-6,聖經中所有的教義(中主),9789575503338,204,800,1
ZPOS-01,POS,折扣,ZPOS-01,,0,0
ZPOS-02,POS,服務費,ZPOS-02,,0,0
ZPOS-03,POS,訂金,ZPOS-03,,0,0
ZPOS-04,POS,不分類商品,ZPOS-04,,0,0
ZPOS-06,POS,加減項,ZPOS-06,,0,0
ZPOS-07,POS,刷卡,ZPOS-07,,0,0
ZPOS-08,POS,儲值金,ZPOS-08,,0,0
ZPOS-13,POS,禮卷,ZPOS-13,,0,-63
H128,05-1,樂譜/永恆的讚美,H128,704,20,1415
H129,05-1,樂譜/感謝你，陪著我,H129,704,20,1411
9789861987439,07-3,21世紀教牧倫理學(校園),9789861987439,201,500,2
05340,07-4,我為什麼是我?小組手冊(華宣),9789575568917,303,250,1
GMK010,05-2,象牙鍵上的素描(匯恩),GMK010,403,250,0
VA012,07-1,情緒，如何療癒(宇宙光),9789577275912,203,350,2
VA016,07-1,有愛，無癮(宇宙光),9789577275899,203,420,2
VA011,07-1,情緒傷害-讚美藝術篇(宇宙光),9789577274908,203,250,1
911,07-4,名字你以為你懂(道聲),9789864003136,202,260,1
8385,08-2,拉拉看-大衛與歌利亞(中主),9789624887693,204,380,2
8386,08-2,拉拉看-約拿與大魚(中主),9789624887716,204,380,2
8384,08-2,拉拉看-挪亞和動物(中主)(斷版),9789624887679,204,380,0
CUNP52ABU,01,新標點和合本膠皮聖經,9789867530110,302,370,3
D011,09-5,仁愛教會義賣錢包(大),4713027050014,800,250,5
D012,09-5,仁愛教會義賣包,4713027400109,800,600,6
VD010,07-1,減壓，從心開始(宇宙光),9789577275042,203,320,1
VB013,07-4,人際關係的14個祝福(宇宙光),9789577274526,203,240,2
VA009,07-1,情緒傷害(宇宙光),9789577274915,203,250,1
490A,08-4,禱告／寶貝心／英文版(道聲),9789570368840,202,120,0
H130,05-1,樂譜/我要能看見,H130,704,20,973
TW3770,09-3,信望愛折傘／藍色(華宣),4713008137376,303,199,0
TW3771,09-3,信望愛折傘／粉色(華宣),4713008137383,303,199,0
H131,05-1,樂譜/同心合意With One Accord,H131,704,20,851
H132,05-1,樂譜/至聖耶穌,h132,704,20,968
H133,05-1,樂譜/給雲霧的愛,h133,704,10,916
H134,05-1,樂譜/因主的慈愛,h134,704,10,925
H135,05-1,樂譜/耶穌是否仍然看顧我,h135,704,20,667
H136,05-1,樂譜/主的平安,h136,704,10,396
H137,05-1,樂譜/同走十架路,h137,704,20,788
H138,05-1,樂譜/因你是我一切所有,h138,704,20,958
H139,05-1,樂譜/宣揚耶穌,h139,704,20,957
H140,05-1,樂譜/祂看顧麻雀,h140,704,20,977
H141,05-1,樂譜/末日頌,H141,704,20,971
H142,05-1,樂譜/耶穌良牧,H142,704,10,988
H143,05-1,樂譜/遠方的守望,h143,704,40,973
H144,05-1,樂譜/耶穌是誰,h144,704,10,977
H145,05-1,樂譜/求主指引我路,h145,704,20,355
H146,05-1,樂譜/主啊，除你以外,h146,704,20,887
H147,05-1,樂譜/喜訊-合唱版,h147,704,20,903
H148,05-1,樂譜/滿有威榮的神,h148,704,20,936
H149,05-1,樂譜/團契,h149,704,10,879
H150,05-1,樂譜/詩篇之禱,h150,704,20,954
H151,05-1,樂譜/如鷹展翅,H151,704,20,833
H152,05-1,樂譜/耶和華是我牧者-佳恩版,H152,704,20,945
BC109,08-5,趣智兒童聖經(第二輯)(華宣)　,9789881789310,303,800,1
GMK017,05-2,交響式的聖詩鋼琴曲(匯恩),GMK017,403,250,3
GMK018,05-2,經典婚禮鋼琴曲奏樂曲集(匯恩),GMK018,403,250,3
9789861987682,07-1,一定要原諒嗎？(校園),9789861987682,201,300,1
9789861987859,07-1,瘟疫是讓人學習彼此相愛(校園),9789861987859,201,99,0
C267,02-1,神蹟的教訓(黃基甸著),9789869885089,101,250,458
C268,02-1,青心吐義1(青心吐義小組),9789860664409,104,250,530
C269,02-1,來自天國的WIFI(高春霖著),9789860664416,,250,954
C270,02-1,路加福音的信息(林賢明著),9789869885096,,350,454
CUNPSB570A40A,07-6,彼得前書研讀本(聖經公會),9789860626841,302,220,2
N028,09-5,通天塔-桌遊(道聲),4711198000036,202,880,1
N029,09-5,伯利恆之星-桌遊(道聲),4712946396630,202,980,1
FE004,07-1,少年荒漠甘泉(宇宙光),9789577274458,203,320,1
9789861987392,07-4,詩人與農夫(校園),9789861987392,201,900,1
608,08-4,蜉蝣的一天(道聲繪本),9789866735028,202,240,1
H00L,09-1,A5中型讚美詩保護套,h00l,102,15,0
H0XL,09-1,B5大字讚美詩保護套,h0xl,,20,0
12058,11,112年教材費,12058,703,0,47
9789861988702,07-2,為青少年立界線(校園),9789861988702,201,480,2
A1343,07-6,擱淺的日子約伯記註釋(校園),9789861981901,201,380,1
925,08-4,奧莉薇心情變變變(道聲繪本),9789864003822,202,300,1
H156,05-1,樂譜／主在身邊,h156,704,10,969
H157,05-1,樂譜／刻在心版上,h157,704,20,963
9789861988894,07-6,對觀福音心理敘事研究(校園),9789861988894,201,380,0
9789861988931,07-6,詩篇是我的嚮導(校園),9789861988931,201,480,1
874,08-4,禱告(寶貝心/道聲),9789864003419,202,150,5
TTV63DICR,01,臺語漢羅對照硬面聖經(聖經公會),9789860669725,302,900,0
CUNP62ABR,01,新標點和合本膠皮聖經(咖啡),9789866674716,302,440,0
TTV67DIZFIB,01,臺語漢羅對照拉鍊聖經(聖經公會),9789860669749,302,1700,0
14000,03-2,分攤收入歸宣道處,,702,0,102
FBZ03-01,09-2,中英聖經索引標籤-符號(四季),4713027378477,401,50,16
VB001-2,07-1,黃金階梯(宇宙光),9789577273956,203,220,1
VA004-1,07-1,別跟過去過不去(新版)(宇宙光),9789577275172,203,260,1
H158,05-1,樂譜／伴我飛翔 (C大調),h158,704,20,922
H159,05-1,樂譜／祝福,h159,704,20,971
613,08-4,斷嘴鳥(道聲繪本),9789866735103,202,240,1
